genotype,place,date,day,stage,number,eggs_start,hatched
MM,8,13/12/2021,19,6_exuviea,0,43,29
MM,9,13/12/2021,19,1_first_instar,0,49,19
MM,9,13/12/2021,19,2_second_instar,3,49,19
MM,9,13/12/2021,19,3_third_instar,9,49,19
MM,9,13/12/2021,19,4_early_fourth_instar,5,49,19
MM,9,13/12/2021,19,5_late_fourth_instar,0,49,19
MM,9,13/12/2021,19,6_exuviea,0,49,19
MM,10,13/12/2021,19,1_first_instar,0,56,25
MM,10,13/12/2021,19,2_second_instar,1,56,25
MM,10,13/12/2021,19,3_third_instar,16,56,25
MM,10,13/12/2021,19,4_early_fourth_instar,6,56,25
MM,10,13/12/2021,19,5_late_fourth_instar,0,56,25
MM,10,13/12/2021,19,6_exuviea,0,56,25
LA1840,11,13/12/2021,19,1_first_instar,1,68,43
LA1840,11,13/12/2021,19,2_second_instar,9,68,43
LA1840,11,13/12/2021,19,3_third_instar,20,68,43
LA1840,11,13/12/2021,19,4_early_fourth_instar,12,68,43
LA1840,11,13/12/2021,19,5_late_fourth_instar,0,68,43
LA1840,11,13/12/2021,19,6_exuviea,0,68,43
LA1840,12,13/12/2021,19,1_first_instar,2,68,48
LA1840,12,13/12/2021,19,2_second_instar,8,68,48
LA1840,12,13/12/2021,19,3_third_instar,23,68,48
LA1840,12,13/12/2021,19,4_early_fourth_instar,13,68,48
LA1840,12,13/12/2021,19,5_late_fourth_instar,0,68,48
LA1840,12,13/12/2021,19,6_exuviea,0,68,48
LA1840,13,13/12/2021,19,1_first_instar,2,49,24
LA1840,13,13/12/2021,19,2_second_instar,5,49,24
LA1840,13,13/12/2021,19,3_third_instar,14,49,24
LA1840,13,13/12/2021,19,4_early_fourth_instar,1,49,24
LA1840,13,13/12/2021,19,5_late_fourth_instar,0,49,24
LA1840,13,13/12/2021,19,6_exuviea,0,49,24
MM,14,13/12/2021,19,1_first_instar,0,36,23
MM,14,13/12/2021,19,2_second_instar,8,36,23
MM,14,13/12/2021,19,3_third_instar,11,36,23
MM,14,13/12/2021,19,4_early_fourth_instar,4,36,23
MM,14,13/12/2021,19,5_late_fourth_instar,0,36,23
MM,14,13/12/2021,19,6_exuviea,0,36,23
LA1840,1,15/12/2021,21,1_first_instar,2,60,40
LA1840,1,15/12/2021,21,2_second_instar,6,60,40
LA1840,1,15/12/2021,21,3_third_instar,12,60,40
LA1840,1,15/12/2021,21,4_early_fourth_instar,16,60,40
LA1840,1,15/12/2021,21,5_late_fourth_instar,2,60,40
LA1840,1,15/12/2021,21,6_exuviea,0,60,40
MM,2,15/12/2021,21,1_first_instar,1,66,46
MM,2,15/12/2021,21,2_second_instar,2,66,46
MM,2,15/12/2021,21,3_third_instar,20,66,46
MM,2,15/12/2021,21,4_early_fourth_instar,21,66,46
MM,2,15/12/2021,21,5_late_fourth_instar,0,66,46
MM,2,15/12/2021,21,6_exuviea,0,66,46
MM,3,15/12/2021,21,1_first_instar,0,60,39
MM,3,15/12/2021,21,2_second_instar,4,60,39
MM,3,15/12/2021,21,3_third_instar,17,60,39
MM,3,15/12/2021,21,4_early_fourth_instar,15,60,39
MM,3,15/12/2021,21,5_late_fourth_instar,0,60,39
MM,3,15/12/2021,21,6_exuviea,1,60,39
MM,4,15/12/2021,21,1_first_instar,0,84,52
MM,4,15/12/2021,21,2_second_instar,3,84,52
MM,4,15/12/2021,21,3_third_instar,8,84,52
MM,4,15/12/2021,21,4_early_fourth_instar,17,84,52
MM,4,15/12/2021,21,5_late_fourth_instar,15,84,52
MM,4,15/12/2021,21,6_exuviea,0,84,52
LA1840,5,15/12/2021,21,1_first_instar,2,57,40
LA1840,5,15/12/2021,21,2_second_instar,8,57,40
LA1840,5,15/12/2021,21,3_third_instar,13,57,40
LA1840,5,15/12/2021,21,4_early_fourth_instar,12,57,40
LA1840,5,15/12/2021,21,5_late_fourth_instar,2,57,40
LA1840,5,15/12/2021,21,6_exuviea,0,57,40
LA1840,6,15/12/2021,21,1_first_instar,2,74,39
LA1840,6,15/12/2021,21,2_second_instar,4,74,39
LA1840,6,15/12/2021,21,3_third_instar,15,74,39
LA1840,6,15/12/2021,21,4_early_fourth_instar,12,74,39
LA1840,6,15/12/2021,21,5_late_fourth_instar,3,74,39
LA1840,6,15/12/2021,21,6_exuviea,0,74,39
LA1840,7,15/12/2021,21,1_first_instar,1,89,57
LA1840,7,15/12/2021,21,2_second_instar,8,89,57
LA1840,7,15/12/2021,21,3_third_instar,28,89,57
LA1840,7,15/12/2021,21,4_early_fourth_instar,15,89,57
LA1840,7,15/12/2021,21,5_late_fourth_instar,2,89,57
LA1840,7,15/12/2021,21,6_exuviea,0,89,57
MM,8,15/12/2021,21,1_first_instar,1,43,29
MM,8,15/12/2021,21,2_second_instar,4,43,29
MM,8,15/12/2021,21,3_third_instar,11,43,29
MM,8,15/12/2021,21,4_early_fourth_instar,8,43,29
MM,8,15/12/2021,21,5_late_fourth_instar,4,43,29
MM,8,15/12/2021,21,6_exuviea,0,43,29
MM,9,15/12/2021,21,1_first_instar,0,49,19
MM,9,15/12/2021,21,2_second_instar,1,49,19
MM,9,15/12/2021,21,3_third_instar,6,49,19
MM,9,15/12/2021,21,4_early_fourth_instar,9,49,19
MM,9,15/12/2021,21,5_late_fourth_instar,1,49,19
MM,9,15/12/2021,21,6_exuviea,0,49,19
MM,10,15/12/2021,21,1_first_instar,0,56,25
MM,10,15/12/2021,21,2_second_instar,0,56,25
MM,10,15/12/2021,21,3_third_instar,6,56,25
MM,10,15/12/2021,21,4_early_fourth_instar,12,56,25
MM,10,15/12/2021,21,5_late_fourth_instar,5,56,25
MM,10,15/12/2021,21,6_exuviea,0,56,25
LA1840,11,15/12/2021,21,1_first_instar,0,68,43
LA1840,11,15/12/2021,21,2_second_instar,3,68,43
LA1840,11,15/12/2021,21,3_third_instar,12,68,43
LA1840,11,15/12/2021,21,4_early_fourth_instar,17,68,43
LA1840,11,15/12/2021,21,5_late_fourth_instar,9,68,43
LA1840,11,15/12/2021,21,6_exuviea,0,68,43
LA1840,12,15/12/2021,21,1_first_instar,1,68,48
LA1840,12,15/12/2021,21,2_second_instar,6,68,48
LA1840,12,15/12/2021,21,3_third_instar,10,68,48
LA1840,12,15/12/2021,21,4_early_fourth_instar,18,68,48
LA1840,12,15/12/2021,21,5_late_fourth_instar,11,68,48
LA1840,12,15/12/2021,21,6_exuviea,0,68,48
LA1840,13,15/12/2021,21,1_first_instar,0,49,24
LA1840,13,15/12/2021,21,2_second_instar,4,49,24
LA1840,13,15/12/2021,21,3_third_instar,4,49,24
LA1840,13,15/12/2021,21,4_early_fourth_instar,6,49,24
LA1840,13,15/12/2021,21,5_late_fourth_instar,7,49,24
LA1840,13,15/12/2021,21,6_exuviea,0,49,24
MM,14,15/12/2021,21,1_first_instar,0,36,23
MM,14,15/12/2021,21,2_second_instar,2,36,23
MM,14,15/12/2021,21,3_third_instar,4,36,23
MM,14,15/12/2021,21,4_early_fourth_instar,16,36,23
MM,14,15/12/2021,21,5_late_fourth_instar,0,36,23
MM,14,15/12/2021,21,6_exuviea,0,36,23
LA1840,1,17/12/2021,23,1_first_instar,2,60,40
LA1840,1,17/12/2021,23,2_second_instar,6,60,40
LA1840,1,17/12/2021,23,3_third_instar,12,60,40
LA1840,1,17/12/2021,23,4_early_fourth_instar,8,60,40
LA1840,1,17/12/2021,23,5_late_fourth_instar,8,60,40
LA1840,1,17/12/2021,23,6_exuviea,0,60,40
MM,2,17/12/2021,23,1_first_instar,0,66,46
MM,2,17/12/2021,23,2_second_instar,1,66,46
MM,2,17/12/2021,23,3_third_instar,6,66,46
MM,2,17/12/2021,23,4_early_fourth_instar,24,66,46
MM,2,17/12/2021,23,5_late_fourth_instar,7,66,46
MM,2,17/12/2021,23,6_exuviea,0,66,46
MM,3,17/12/2021,23,1_first_instar,0,60,39
MM,3,17/12/2021,23,2_second_instar,3,60,39
MM,3,17/12/2021,23,3_third_instar,6,60,39
MM,3,17/12/2021,23,4_early_fourth_instar,21,60,39
MM,3,17/12/2021,23,5_late_fourth_instar,3,60,39
MM,3,17/12/2021,23,6_exuviea,0,60,39
MM,4,17/12/2021,23,1_first_instar,0,84,52
MM,4,17/12/2021,23,2_second_instar,0,84,52
MM,4,17/12/2021,23,3_third_instar,1,84,52
MM,4,17/12/2021,23,4_early_fourth_instar,5,84,52
MM,4,17/12/2021,23,5_late_fourth_instar,11,84,52
MM,4,17/12/2021,23,6_exuviea,0,84,52
LA1840,5,17/12/2021,23,1_first_instar,1,57,40
LA1840,5,17/12/2021,23,2_second_instar,7,57,40
LA1840,5,17/12/2021,23,3_third_instar,5,57,40
LA1840,5,17/12/2021,23,4_early_fourth_instar,8,57,40
LA1840,5,17/12/2021,23,5_late_fourth_instar,13,57,40
LA1840,5,17/12/2021,23,6_exuviea,0,57,40
LA1840,6,17/12/2021,23,1_first_instar,2,74,39
LA1840,6,17/12/2021,23,2_second_instar,5,74,39
LA1840,6,17/12/2021,23,3_third_instar,5,74,39
LA1840,6,17/12/2021,23,4_early_fourth_instar,11,74,39
LA1840,6,17/12/2021,23,5_late_fourth_instar,11,74,39
LA1840,6,17/12/2021,23,6_exuviea,0,74,39
LA1840,7,17/12/2021,23,1_first_instar,2,89,57
LA1840,7,17/12/2021,23,2_second_instar,5,89,57
LA1840,7,17/12/2021,23,3_third_instar,6,89,57
LA1840,7,17/12/2021,23,4_early_fourth_instar,32,89,57
LA1840,7,17/12/2021,23,5_late_fourth_instar,6,89,57
LA1840,7,17/12/2021,23,6_exuviea,0,89,57
MM,8,17/12/2021,23,1_first_instar,0,43,29
MM,8,17/12/2021,23,2_second_instar,1,43,29
MM,8,17/12/2021,23,3_third_instar,3,43,29
MM,8,17/12/2021,23,4_early_fourth_instar,13,43,29
MM,8,17/12/2021,23,5_late_fourth_instar,5,43,29
MM,8,17/12/2021,23,6_exuviea,0,43,29
MM,9,17/12/2021,23,1_first_instar,0,49,19
MM,9,17/12/2021,23,2_second_instar,0,49,19
MM,9,17/12/2021,23,3_third_instar,1,49,19
MM,9,17/12/2021,23,4_early_fourth_instar,12,49,19
MM,9,17/12/2021,23,5_late_fourth_instar,3,49,19
MM,9,17/12/2021,23,6_exuviea,0,49,19
MM,10,17/12/2021,23,1_first_instar,0,56,25
MM,10,17/12/2021,23,2_second_instar,0,56,25
MM,10,17/12/2021,23,3_third_instar,1,56,25
MM,10,17/12/2021,23,4_early_fourth_instar,8,56,25
MM,10,17/12/2021,23,5_late_fourth_instar,8,56,25
MM,10,17/12/2021,23,6_exuviea,0,56,25
LA1840,11,17/12/2021,23,1_first_instar,0,68,43
LA1840,11,17/12/2021,23,2_second_instar,3,68,43
LA1840,11,17/12/2021,23,3_third_instar,3,68,43
LA1840,11,17/12/2021,23,4_early_fourth_instar,11,68,43
LA1840,11,17/12/2021,23,5_late_fourth_instar,14,68,43
LA1840,11,17/12/2021,23,6_exuviea,0,68,43
LA1840,12,17/12/2021,23,1_first_instar,0,68,48
LA1840,12,17/12/2021,23,2_second_instar,3,68,48
LA1840,12,17/12/2021,23,3_third_instar,5,68,48
LA1840,12,17/12/2021,23,4_early_fourth_instar,12,68,48
LA1840,12,17/12/2021,23,5_late_fourth_instar,13,68,48
LA1840,12,17/12/2021,23,6_exuviea,0,68,48
LA1840,13,17/12/2021,23,1_first_instar,0,49,24
LA1840,13,17/12/2021,23,2_second_instar,4,49,24
LA1840,13,17/12/2021,23,3_third_instar,4,49,24
LA1840,13,17/12/2021,23,4_early_fourth_instar,1,49,24
LA1840,13,17/12/2021,23,5_late_fourth_instar,6,49,24
LA1840,13,17/12/2021,23,6_exuviea,0,49,24
MM,14,17/12/2021,23,1_first_instar,0,36,23
MM,14,17/12/2021,23,2_second_instar,2,36,23
MM,14,17/12/2021,23,3_third_instar,5,36,23
MM,14,17/12/2021,23,4_early_fourth_instar,12,36,23
MM,14,17/12/2021,23,5_late_fourth_instar,4,36,23
MM,14,17/12/2021,23,6_exuviea,0,36,23
LA1840,1,19/12/2021,25,1_first_instar,1,60,40
LA1840,1,19/12/2021,25,2_second_instar,2,60,40
LA1840,1,19/12/2021,25,3_third_instar,3,60,40
LA1840,1,19/12/2021,25,4_early_fourth_instar,15,60,40
LA1840,1,19/12/2021,25,5_late_fourth_instar,6,60,40
LA1840,1,19/12/2021,25,6_exuviea,0,60,40
MM,2,19/12/2021,25,1_first_instar,0,66,46
MM,2,19/12/2021,25,2_second_instar,0,66,46
MM,2,19/12/2021,25,3_third_instar,0,66,46
MM,2,19/12/2021,25,4_early_fourth_instar,16,66,46
MM,2,19/12/2021,25,5_late_fourth_instar,17,66,46
MM,2,19/12/2021,25,6_exuviea,0,66,46
MM,3,19/12/2021,25,1_first_instar,0,60,39
MM,3,19/12/2021,25,2_second_instar,0,60,39
MM,3,19/12/2021,25,3_third_instar,1,60,39
MM,3,19/12/2021,25,4_early_fourth_instar,18,60,39
MM,3,19/12/2021,25,5_late_fourth_instar,9,60,39
MM,3,19/12/2021,25,6_exuviea,2,60,39
MM,4,19/12/2021,25,1_first_instar,0,84,52
MM,4,19/12/2021,25,2_second_instar,0,84,52
MM,4,19/12/2021,25,3_third_instar,0,84,52
MM,4,19/12/2021,25,4_early_fourth_instar,3,84,52
MM,4,19/12/2021,25,5_late_fourth_instar,3,84,52
MM,4,19/12/2021,25,6_exuviea,0,84,52
LA1840,5,19/12/2021,25,1_first_instar,0,57,40
LA1840,5,19/12/2021,25,2_second_instar,3,57,40
LA1840,5,19/12/2021,25,3_third_instar,4,57,40
LA1840,5,19/12/2021,25,4_early_fourth_instar,10,57,40
LA1840,5,19/12/2021,25,5_late_fourth_instar,2,57,40
LA1840,5,19/12/2021,25,6_exuviea,0,57,40
LA1840,6,19/12/2021,25,1_first_instar,1,74,39
LA1840,6,19/12/2021,25,2_second_instar,4,74,39
LA1840,6,19/12/2021,25,3_third_instar,2,74,39
LA1840,6,19/12/2021,25,4_early_fourth_instar,7,74,39
LA1840,6,19/12/2021,25,5_late_fourth_instar,8,74,39
LA1840,6,19/12/2021,25,6_exuviea,0,74,39
LA1840,7,19/12/2021,25,1_first_instar,2,89,57
LA1840,7,19/12/2021,25,2_second_instar,3,89,57
LA1840,7,19/12/2021,25,3_third_instar,7,89,57
LA1840,7,19/12/2021,25,4_early_fourth_instar,12,89,57
LA1840,7,19/12/2021,25,5_late_fourth_instar,19,89,57
LA1840,7,19/12/2021,25,6_exuviea,2,89,57
MM,8,19/12/2021,25,1_first_instar,0,43,29
MM,8,19/12/2021,25,2_second_instar,0,43,29
MM,8,19/12/2021,25,3_third_instar,1,43,29
MM,8,19/12/2021,25,4_early_fourth_instar,7,43,29
MM,8,19/12/2021,25,5_late_fourth_instar,9,43,29
MM,8,19/12/2021,25,6_exuviea,0,43,29
MM,9,19/12/2021,25,1_first_instar,0,49,19
MM,9,19/12/2021,25,2_second_instar,0,49,19
MM,9,19/12/2021,25,3_third_instar,0,49,19
MM,9,19/12/2021,25,4_early_fourth_instar,8,49,19
MM,9,19/12/2021,25,5_late_fourth_instar,5,49,19
MM,9,19/12/2021,25,6_exuviea,0,49,19
MM,10,19/12/2021,25,1_first_instar,0,56,25
MM,10,19/12/2021,25,2_second_instar,0,56,25
MM,10,19/12/2021,25,3_third_instar,0,56,25
MM,10,19/12/2021,25,4_early_fourth_instar,2,56,25
MM,10,19/12/2021,25,5_late_fourth_instar,5,56,25
MM,10,19/12/2021,25,6_exuviea,1,56,25
LA1840,11,19/12/2021,25,1_first_instar,0,68,43
LA1840,11,19/12/2021,25,2_second_instar,3,68,43
LA1840,11,19/12/2021,25,3_third_instar,1,68,43
LA1840,11,19/12/2021,25,4_early_fourth_instar,2,68,43
LA1840,11,19/12/2021,25,5_late_fourth_instar,11,68,43
LA1840,11,19/12/2021,25,6_exuviea,0,68,43
LA1840,12,19/12/2021,25,1_first_instar,0,68,48
LA1840,12,19/12/2021,25,2_second_instar,3,68,48
LA1840,12,19/12/2021,25,3_third_instar,3,68,48
LA1840,12,19/12/2021,25,4_early_fourth_instar,6,68,48
LA1840,12,19/12/2021,25,5_late_fourth_instar,8,68,48
LA1840,12,19/12/2021,25,6_exuviea,1,68,48
LA1840,13,19/12/2021,25,1_first_instar,0,49,24
LA1840,13,19/12/2021,25,2_second_instar,2,49,24
LA1840,13,19/12/2021,25,3_third_instar,2,49,24
LA1840,13,19/12/2021,25,4_early_fourth_instar,5,49,24
LA1840,13,19/12/2021,25,5_late_fourth_instar,1,49,24
LA1840,13,19/12/2021,25,6_exuviea,0,49,24
MM,14,19/12/2021,25,1_first_instar,0,36,23
MM,14,19/12/2021,25,2_second_instar,0,36,23
MM,14,19/12/2021,25,3_third_instar,5,36,23
MM,14,19/12/2021,25,4_early_fourth_instar,9,36,23
MM,14,19/12/2021,25,5_late_fourth_instar,5,36,23
MM,14,19/12/2021,25,6_exuviea,0,36,23
LA1840,1,21/12/2021,27,1_first_instar,1,60,40
LA1840,1,21/12/2021,27,2_second_instar,1,60,40
LA1840,1,21/12/2021,27,3_third_instar,2,60,40
LA1840,1,21/12/2021,27,4_early_fourth_instar,6,60,40
LA1840,1,21/12/2021,27,5_late_fourth_instar,12,60,40
LA1840,1,21/12/2021,27,6_exuviea,0,60,40
MM,2,21/12/2021,27,1_first_instar,0,66,46
MM,2,21/12/2021,27,2_second_instar,0,66,46
MM,2,21/12/2021,27,3_third_instar,0,66,46
MM,2,21/12/2021,27,4_early_fourth_instar,10,66,46
MM,2,21/12/2021,27,5_late_fourth_instar,6,66,46
MM,2,21/12/2021,27,6_exuviea,0,66,46
MM,3,21/12/2021,27,1_first_instar,0,60,39
MM,3,21/12/2021,27,2_second_instar,0,60,39
MM,3,21/12/2021,27,3_third_instar,1,60,39
MM,3,21/12/2021,27,4_early_fourth_instar,13,60,39
MM,3,21/12/2021,27,5_late_fourth_instar,5,60,39
MM,3,21/12/2021,27,6_exuviea,0,60,39
MM,4,21/12/2021,27,1_first_instar,0,84,52
MM,4,21/12/2021,27,2_second_instar,0,84,52
MM,4,21/12/2021,27,3_third_instar,0,84,52
MM,4,21/12/2021,27,4_early_fourth_instar,2,84,52
MM,4,21/12/2021,27,5_late_fourth_instar,1,84,52
MM,4,21/12/2021,27,6_exuviea,0,84,52
LA1840,5,21/12/2021,27,1_first_instar,0,57,40
LA1840,5,21/12/2021,27,2_second_instar,2,57,40
LA1840,5,21/12/2021,27,3_third_instar,3,57,40
LA1840,5,21/12/2021,27,4_early_fourth_instar,7,57,40
LA1840,5,21/12/2021,27,5_late_fourth_instar,5,57,40
LA1840,5,21/12/2021,27,6_exuviea,1,57,40
LA1840,6,21/12/2021,27,1_first_instar,1,74,39
LA1840,6,21/12/2021,27,2_second_instar,2,74,39
LA1840,6,21/12/2021,27,3_third_instar,3,74,39
LA1840,6,21/12/2021,27,4_early_fourth_instar,5,74,39
LA1840,6,21/12/2021,27,5_late_fourth_instar,5,74,39
LA1840,6,21/12/2021,27,6_exuviea,0,74,39
LA1840,7,21/12/2021,27,1_first_instar,2,89,57
LA1840,7,21/12/2021,27,2_second_instar,3,89,57
LA1840,7,21/12/2021,27,3_third_instar,4,89,57
LA1840,7,21/12/2021,27,4_early_fourth_instar,9,89,57
LA1840,7,21/12/2021,27,5_late_fourth_instar,5,89,57
LA1840,7,21/12/2021,27,6_exuviea,0,89,57
MM,8,21/12/2021,27,1_first_instar,0,43,29
MM,8,21/12/2021,27,2_second_instar,0,43,29
MM,8,21/12/2021,27,3_third_instar,1,43,29
MM,8,21/12/2021,27,4_early_fourth_instar,6,43,29
MM,8,21/12/2021,27,5_late_fourth_instar,1,43,29
MM,8,21/12/2021,27,6_exuviea,0,43,29
MM,9,21/12/2021,27,1_first_instar,0,49,19
MM,9,21/12/2021,27,2_second_instar,0,49,19
MM,9,21/12/2021,27,3_third_instar,0,49,19
MM,9,21/12/2021,27,4_early_fourth_instar,7,49,19
MM,9,21/12/2021,27,5_late_fourth_instar,1,49,19
MM,9,21/12/2021,27,6_exuviea,0,49,19
MM,10,21/12/2021,27,1_first_instar,0,56,25
MM,10,21/12/2021,27,2_second_instar,0,56,25
MM,10,21/12/2021,27,3_third_instar,0,56,25
MM,10,21/12/2021,27,4_early_fourth_instar,1,56,25
MM,10,21/12/2021,27,5_late_fourth_instar,1,56,25
MM,10,21/12/2021,27,6_exuviea,0,56,25
LA1840,11,21/12/2021,27,1_first_instar,0,68,43
LA1840,11,21/12/2021,27,2_second_instar,3,68,43
LA1840,11,21/12/2021,27,3_third_instar,1,68,43
LA1840,11,21/12/2021,27,4_early_fourth_instar,0,68,43
LA1840,11,21/12/2021,27,5_late_fourth_instar,2,68,43
LA1840,11,21/12/2021,27,6_exuviea,0,68,43
LA1840,12,21/12/2021,27,1_first_instar,0,68,48
LA1840,12,21/12/2021,27,2_second_instar,3,68,48
LA1840,12,21/12/2021,27,3_third_instar,2,68,48
LA1840,12,21/12/2021,27,4_early_fourth_instar,5,68,48
LA1840,12,21/12/2021,27,5_late_fourth_instar,2,68,48
LA1840,12,21/12/2021,27,6_exuviea,0,68,48
MM,14,21/12/2021,27,1_first_instar,0,36,23
MM,14,21/12/2021,27,2_second_instar,0,36,23
MM,14,21/12/2021,27,3_third_instar,3,36,23
MM,14,21/12/2021,27,4_early_fourth_instar,5,36,23
MM,14,21/12/2021,27,5_late_fourth_instar,5,36,23
MM,14,21/12/2021,27,6_exuviea,0,36,23
LA1840,1,23/12/2021,29,1_first_instar,1,60,40
LA1840,1,23/12/2021,29,2_second_instar,1,60,40
LA1840,1,23/12/2021,29,3_third_instar,1,60,40
LA1840,1,23/12/2021,29,4_early_fourth_instar,3,60,40
LA1840,1,23/12/2021,29,5_late_fourth_instar,4,60,40
LA1840,1,23/12/2021,29,6_exuviea,0,60,40
MM,2,23/12/2021,29,1_first_instar,0,66,46
MM,2,23/12/2021,29,2_second_instar,0,66,46
MM,2,23/12/2021,29,3_third_instar,0,66,46
MM,2,23/12/2021,29,4_early_fourth_instar,4,66,46
MM,2,23/12/2021,29,5_late_fourth_instar,6,66,46
MM,2,23/12/2021,29,6_exuviea,0,66,46
MM,3,23/12/2021,29,1_first_instar,0,60,39
MM,3,23/12/2021,29,2_second_instar,0,60,39
MM,3,23/12/2021,29,3_third_instar,0,60,39
MM,3,23/12/2021,29,4_early_fourth_instar,9,60,39
MM,3,23/12/2021,29,5_late_fourth_instar,5,60,39
MM,3,23/12/2021,29,6_exuviea,0,60,39
MM,4,23/12/2021,29,1_first_instar,0,84,52
MM,4,23/12/2021,29,2_second_instar,0,84,52
MM,4,23/12/2021,29,3_third_instar,0,84,52
MM,4,23/12/2021,29,4_early_fourth_instar,1,84,52
MM,4,23/12/2021,29,5_late_fourth_instar,1,84,52
MM,4,23/12/2021,29,6_exuviea,0,84,52
LA1840,5,23/12/2021,29,1_first_instar,0,57,40
LA1840,5,23/12/2021,29,2_second_instar,2,57,40
LA1840,5,23/12/2021,29,3_third_instar,1,57,40
LA1840,5,23/12/2021,29,4_early_fourth_instar,6,57,40
LA1840,5,23/12/2021,29,5_late_fourth_instar,3,57,40
LA1840,5,23/12/2021,29,6_exuviea,1,57,40
LA1840,6,23/12/2021,29,1_first_instar,0,74,39
LA1840,6,23/12/2021,29,2_second_instar,2,74,39
LA1840,6,23/12/2021,29,3_third_instar,1,74,39
LA1840,6,23/12/2021,29,4_early_fourth_instar,1,74,39
LA1840,6,23/12/2021,29,5_late_fourth_instar,5,74,39
LA1840,6,23/12/2021,29,6_exuviea,0,74,39
LA1840,7,23/12/2021,29,1_first_instar,0,89,57
LA1840,7,23/12/2021,29,2_second_instar,3,89,57
LA1840,7,23/12/2021,29,3_third_instar,1,89,57
LA1840,7,23/12/2021,29,4_early_fourth_instar,9,89,57
LA1840,7,23/12/2021,29,5_late_fourth_instar,5,89,57
LA1840,7,23/12/2021,29,6_exuviea,0,89,57
MM,8,23/12/2021,29,1_first_instar,0,43,29
MM,8,23/12/2021,29,2_second_instar,0,43,29
MM,8,23/12/2021,29,3_third_instar,0,43,29
MM,8,23/12/2021,29,4_early_fourth_instar,6,43,29
MM,8,23/12/2021,29,5_late_fourth_instar,1,43,29
MM,8,23/12/2021,29,6_exuviea,0,43,29
MM,9,23/12/2021,29,1_first_instar,0,49,19
MM,9,23/12/2021,29,2_second_instar,0,49,19
MM,9,23/12/2021,29,3_third_instar,0,49,19
MM,9,23/12/2021,29,4_early_fourth_instar,4,49,19
MM,9,23/12/2021,29,5_late_fourth_instar,3,49,19
MM,9,23/12/2021,29,6_exuviea,0,49,19
MM,10,23/12/2021,29,1_first_instar,0,56,25
MM,10,23/12/2021,29,2_second_instar,0,56,25
MM,10,23/12/2021,29,3_third_instar,0,56,25
MM,10,23/12/2021,29,4_early_fourth_instar,1,56,25
MM,10,23/12/2021,29,5_late_fourth_instar,0,56,25
MM,10,23/12/2021,29,6_exuviea,0,56,25
LA1840,11,23/12/2021,29,1_first_instar,0,68,43
LA1840,11,23/12/2021,29,2_second_instar,3,68,43
LA1840,11,23/12/2021,29,3_third_instar,1,68,43
LA1840,11,23/12/2021,29,4_early_fourth_instar,0,68,43
LA1840,11,23/12/2021,29,5_late_fourth_instar,0,68,43
LA1840,11,23/12/2021,29,6_exuviea,0,68,43
LA1840,12,23/12/2021,29,1_first_instar,0,68,48
LA1840,12,23/12/2021,29,2_second_instar,2,68,48
LA1840,12,23/12/2021,29,3_third_instar,2,68,48
LA1840,12,23/12/2021,29,4_early_fourth_instar,3,68,48
LA1840,12,23/12/2021,29,5_late_fourth_instar,3,68,48
LA1840,12,23/12/2021,29,6_exuviea,0,68,48
MM,14,23/12/2021,29,1_first_instar,0,36,23
MM,14,23/12/2021,29,2_second_instar,0,36,23
MM,14,23/12/2021,29,3_third_instar,0,36,23
MM,14,23/12/2021,29,4_early_fourth_instar,4,36,23
MM,14,23/12/2021,29,5_late_fourth_instar,2,36,23
MM,14,23/12/2021,29,6_exuviea,0,36,23
