genotype,place,date,day,stage,number,eggs_start,hatched
LA1840,1,26/11/2021,2,0_egg,60,60,40
LA1840,1,26/11/2021,2,1_first_instar,0,60,40
LA1840,1,26/11/2021,2,2_second_instar,0,60,40
LA1840,1,26/11/2021,2,3_third_instar,0,60,40
LA1840,1,26/11/2021,2,4_early_fourth_instar,0,60,40
LA1840,1,26/11/2021,2,5_late_fourth_instar,0,60,40
LA1840,1,26/11/2021,2,6_exuviea,0,60,40
MM,2,26/11/2021,2,0_egg,66,66,46
MM,2,26/11/2021,2,1_first_instar,0,66,46
MM,2,26/11/2021,2,2_second_instar,0,66,46
MM,2,26/11/2021,2,3_third_instar,0,66,46
MM,2,26/11/2021,2,4_early_fourth_instar,0,66,46
MM,2,26/11/2021,2,5_late_fourth_instar,0,66,46
MM,2,26/11/2021,2,6_exuviea,0,66,46
MM,3,26/11/2021,2,0_egg,60,60,39
MM,3,26/11/2021,2,1_first_instar,0,60,39
MM,3,26/11/2021,2,2_second_instar,0,60,39
MM,3,26/11/2021,2,3_third_instar,0,60,39
MM,3,26/11/2021,2,4_early_fourth_instar,0,60,39
MM,3,26/11/2021,2,5_late_fourth_instar,0,60,39
MM,3,26/11/2021,2,6_exuviea,0,60,39
MM,4,26/11/2021,2,0_egg,84,84,52
MM,4,26/11/2021,2,1_first_instar,0,84,52
MM,4,26/11/2021,2,2_second_instar,0,84,52
MM,4,26/11/2021,2,3_third_instar,0,84,52
MM,4,26/11/2021,2,4_early_fourth_instar,0,84,52
MM,4,26/11/2021,2,5_late_fourth_instar,0,84,52
MM,4,26/11/2021,2,6_exuviea,0,84,52
LA1840,5,26/11/2021,2,0_egg,57,57,40
LA1840,5,26/11/2021,2,1_first_instar,0,57,40
LA1840,5,26/11/2021,2,2_second_instar,0,57,40
LA1840,5,26/11/2021,2,3_third_instar,0,57,40
LA1840,5,26/11/2021,2,4_early_fourth_instar,0,57,40
LA1840,5,26/11/2021,2,5_late_fourth_instar,0,57,40
LA1840,5,26/11/2021,2,6_exuviea,0,57,40
LA1840,6,26/11/2021,2,0_egg,74,74,39
LA1840,6,26/11/2021,2,1_first_instar,0,74,39
LA1840,6,26/11/2021,2,2_second_instar,0,74,39
LA1840,6,26/11/2021,2,3_third_instar,0,74,39
LA1840,6,26/11/2021,2,4_early_fourth_instar,0,74,39
LA1840,6,26/11/2021,2,5_late_fourth_instar,0,74,39
LA1840,6,26/11/2021,2,6_exuviea,0,74,39
LA1840,7,26/11/2021,2,0_egg,89,89,57
LA1840,7,26/11/2021,2,1_first_instar,0,89,57
LA1840,7,26/11/2021,2,2_second_instar,0,89,57
LA1840,7,26/11/2021,2,3_third_instar,0,89,57
LA1840,7,26/11/2021,2,4_early_fourth_instar,0,89,57
LA1840,7,26/11/2021,2,5_late_fourth_instar,0,89,57
LA1840,7,26/11/2021,2,6_exuviea,0,89,57
MM,8,26/11/2021,2,0_egg,43,43,29
MM,8,26/11/2021,2,1_first_instar,0,43,29
MM,8,26/11/2021,2,2_second_instar,0,43,29
MM,8,26/11/2021,2,3_third_instar,0,43,29
MM,8,26/11/2021,2,4_early_fourth_instar,0,43,29
MM,8,26/11/2021,2,5_late_fourth_instar,0,43,29
MM,8,26/11/2021,2,6_exuviea,0,43,29
MM,9,26/11/2021,2,0_egg,49,49,19
MM,9,26/11/2021,2,1_first_instar,0,49,19
MM,9,26/11/2021,2,2_second_instar,0,49,19
MM,9,26/11/2021,2,3_third_instar,0,49,19
MM,9,26/11/2021,2,4_early_fourth_instar,0,49,19
MM,9,26/11/2021,2,5_late_fourth_instar,0,49,19
MM,9,26/11/2021,2,6_exuviea,0,49,19
MM,10,26/11/2021,2,0_egg,56,56,25
MM,10,26/11/2021,2,1_first_instar,0,56,25
MM,10,26/11/2021,2,2_second_instar,0,56,25
MM,10,26/11/2021,2,3_third_instar,0,56,25
MM,10,26/11/2021,2,4_early_fourth_instar,0,56,25
MM,10,26/11/2021,2,5_late_fourth_instar,0,56,25
MM,10,26/11/2021,2,6_exuviea,0,56,25
LA1840,11,26/11/2021,2,0_egg,68,68,43
LA1840,11,26/11/2021,2,1_first_instar,0,68,43
LA1840,11,26/11/2021,2,2_second_instar,0,68,43
LA1840,11,26/11/2021,2,3_third_instar,0,68,43
LA1840,11,26/11/2021,2,4_early_fourth_instar,0,68,43
LA1840,11,26/11/2021,2,5_late_fourth_instar,0,68,43
LA1840,11,26/11/2021,2,6_exuviea,0,68,43
LA1840,12,26/11/2021,2,0_egg,68,68,48
LA1840,12,26/11/2021,2,1_first_instar,0,68,48
LA1840,12,26/11/2021,2,2_second_instar,0,68,48
LA1840,12,26/11/2021,2,3_third_instar,0,68,48
LA1840,12,26/11/2021,2,4_early_fourth_instar,0,68,48
LA1840,12,26/11/2021,2,5_late_fourth_instar,0,68,48
LA1840,12,26/11/2021,2,6_exuviea,0,68,48
LA1840,13,26/11/2021,2,0_egg,49,49,24
LA1840,13,26/11/2021,2,1_first_instar,0,49,24
LA1840,13,26/11/2021,2,2_second_instar,0,49,24
LA1840,13,26/11/2021,2,3_third_instar,0,49,24
LA1840,13,26/11/2021,2,4_early_fourth_instar,0,49,24
LA1840,13,26/11/2021,2,5_late_fourth_instar,0,49,24
LA1840,13,26/11/2021,2,6_exuviea,0,49,24
MM,14,26/11/2021,2,0_egg,36,36,23
MM,14,26/11/2021,2,1_first_instar,0,36,23
MM,14,26/11/2021,2,2_second_instar,0,36,23
MM,14,26/11/2021,2,3_third_instar,0,36,23
MM,14,26/11/2021,2,4_early_fourth_instar,0,36,23
MM,14,26/11/2021,2,5_late_fourth_instar,0,36,23
MM,14,26/11/2021,2,6_exuviea,0,36,23
LA1840,1,01/12/2021,7,1_first_instar,0,60,40
LA1840,1,01/12/2021,7,2_second_instar,0,60,40
LA1840,1,01/12/2021,7,3_third_instar,0,60,40
LA1840,1,01/12/2021,7,4_early_fourth_instar,0,60,40
LA1840,1,01/12/2021,7,5_late_fourth_instar,0,60,40
LA1840,1,01/12/2021,7,6_exuviea,0,60,40
MM,2,01/12/2021,7,1_first_instar,0,66,46
MM,2,01/12/2021,7,2_second_instar,0,66,46
MM,2,01/12/2021,7,3_third_instar,0,66,46
MM,2,01/12/2021,7,4_early_fourth_instar,0,66,46
MM,2,01/12/2021,7,5_late_fourth_instar,0,66,46
MM,2,01/12/2021,7,6_exuviea,0,66,46
MM,3,01/12/2021,7,1_first_instar,0,60,39
MM,3,01/12/2021,7,2_second_instar,0,60,39
MM,3,01/12/2021,7,3_third_instar,0,60,39
MM,3,01/12/2021,7,4_early_fourth_instar,0,60,39
MM,3,01/12/2021,7,5_late_fourth_instar,0,60,39
MM,3,01/12/2021,7,6_exuviea,0,60,39
MM,4,01/12/2021,7,1_first_instar,0,84,52
MM,4,01/12/2021,7,2_second_instar,0,84,52
MM,4,01/12/2021,7,3_third_instar,0,84,52
MM,4,01/12/2021,7,4_early_fourth_instar,0,84,52
MM,4,01/12/2021,7,5_late_fourth_instar,0,84,52
MM,4,01/12/2021,7,6_exuviea,0,84,52
LA1840,5,01/12/2021,7,1_first_instar,0,57,40
LA1840,5,01/12/2021,7,2_second_instar,0,57,40
LA1840,5,01/12/2021,7,3_third_instar,0,57,40
LA1840,5,01/12/2021,7,4_early_fourth_instar,0,57,40
LA1840,5,01/12/2021,7,5_late_fourth_instar,0,57,40
LA1840,5,01/12/2021,7,6_exuviea,0,57,40
LA1840,6,01/12/2021,7,1_first_instar,0,74,39
LA1840,6,01/12/2021,7,2_second_instar,0,74,39
LA1840,6,01/12/2021,7,3_third_instar,0,74,39
LA1840,6,01/12/2021,7,4_early_fourth_instar,0,74,39
LA1840,6,01/12/2021,7,5_late_fourth_instar,0,74,39
LA1840,6,01/12/2021,7,6_exuviea,0,74,39
LA1840,7,01/12/2021,7,1_first_instar,0,89,57
LA1840,7,01/12/2021,7,2_second_instar,0,89,57
LA1840,7,01/12/2021,7,3_third_instar,0,89,57
LA1840,7,01/12/2021,7,4_early_fourth_instar,0,89,57
LA1840,7,01/12/2021,7,5_late_fourth_instar,0,89,57
LA1840,7,01/12/2021,7,6_exuviea,0,89,57
MM,8,01/12/2021,7,1_first_instar,0,43,29
MM,8,01/12/2021,7,2_second_instar,0,43,29
MM,8,01/12/2021,7,3_third_instar,0,43,29
MM,8,01/12/2021,7,4_early_fourth_instar,0,43,29
MM,8,01/12/2021,7,5_late_fourth_instar,0,43,29
MM,8,01/12/2021,7,6_exuviea,0,43,29
MM,9,01/12/2021,7,1_first_instar,0,49,19
MM,9,01/12/2021,7,2_second_instar,0,49,19
MM,9,01/12/2021,7,3_third_instar,0,49,19
MM,9,01/12/2021,7,4_early_fourth_instar,0,49,19
MM,9,01/12/2021,7,5_late_fourth_instar,0,49,19
MM,9,01/12/2021,7,6_exuviea,0,49,19
MM,10,01/12/2021,7,1_first_instar,0,56,25
MM,10,01/12/2021,7,2_second_instar,0,56,25
MM,10,01/12/2021,7,3_third_instar,0,56,25
MM,10,01/12/2021,7,4_early_fourth_instar,0,56,25
MM,10,01/12/2021,7,5_late_fourth_instar,0,56,25
MM,10,01/12/2021,7,6_exuviea,0,56,25
LA1840,11,01/12/2021,7,1_first_instar,0,68,43
LA1840,11,01/12/2021,7,2_second_instar,0,68,43
LA1840,11,01/12/2021,7,3_third_instar,0,68,43
LA1840,11,01/12/2021,7,4_early_fourth_instar,0,68,43
LA1840,11,01/12/2021,7,5_late_fourth_instar,0,68,43
LA1840,11,01/12/2021,7,6_exuviea,0,68,43
LA1840,12,01/12/2021,7,1_first_instar,0,68,48
LA1840,12,01/12/2021,7,2_second_instar,0,68,48
LA1840,12,01/12/2021,7,3_third_instar,0,68,48
LA1840,12,01/12/2021,7,4_early_fourth_instar,0,68,48
LA1840,12,01/12/2021,7,5_late_fourth_instar,0,68,48
LA1840,12,01/12/2021,7,6_exuviea,0,68,48
LA1840,13,01/12/2021,7,1_first_instar,0,49,24
LA1840,13,01/12/2021,7,2_second_instar,0,49,24
LA1840,13,01/12/2021,7,3_third_instar,0,49,24
