,[M],mz_[M+H]+,mzmin,mzmax,rt,rtmin,rtmax,npeaks,cdfs,IL27_1,IL27_2,IL27_4,IL27_5,IL27_6,IL28_1,IL28_2,IL28_3,IL28_4,IL28_5,IL28_6,MB_1,MB_2,MB_3,MB_4,MB_5,MB_6,LA1840_1,LA1840_2,LA1840_3,LA1840_4,LA1840_5,LA1840_6
metabolite_642,767.554216,768.561492,768.5470422,768.5670924,2197.024924,2153.787774,2198.898313,23,642,0.000181697,0.000178545,7.20E-05,0.000179628,6.37E-05,0.00037866,0.000322465,3.43E-05,0.000226913,0.000207793,0.0002885,0.000177671,0.000245175,0.00012037,0.000237444,0.000245878,1.20E-05,0,0.000254073,8.07E-05,0.000241376,0.000227546,0.000215954
metabolite_643,767.478335,768.4856109,768.4807267,768.4922527,2041.261553,2040.551703,2045.186441,15,643,3.36E-05,1.50E-05,3.52E-05,3.57E-05,7.87E-05,9.32E-05,5.37E-05,3.75E-05,4.58E-05,4.56E-05,5.80E-05,0.000143367,2.74E-05,3.43E-05,4.79E-05,6.19E-05,7.29E-05,5.56E-05,3.49E-05,2.45E-05,6.66E-05,7.38E-05,5.04E-05
metabolite_644,768.260469,769.2677452,769.2635151,769.2706003,892.8579993,885.473245,902.1356326,14,644,1.36E-05,3.24E-05,2.38E-05,2.03E-05,2.78E-06,4.63E-06,2.85E-06,1.04E-05,1.11E-05,1.27E-05,1.29E-05,3.31E-05,4.07E-05,2.58E-05,8.64E-05,7.36E-05,2.68E-05,5.32E-05,7.12E-05,0.000129726,9.42E-05,0.000149739,0.000126581
metabolite_645,768.260295,769.2675713,769.2652328,769.270271,967.65736,959.812805,979.4957054,12,645,6.15E-05,0.000126132,2.55E-06,2.53E-06,1.49E-07,2.66E-05,1.42E-05,3.92E-05,2.08E-05,3.68E-06,4.53E-06,7.98E-05,9.03E-05,8.28E-05,0.00015417,3.52E-06,1.38E-06,0.000111395,0.000151302,0.000159928,7.61E-06,1.73E-05,1.02E-05
metabolite_646,768.480079,769.4873551,769.4801908,769.5722587,2124.73974,2123.615274,2198.444453,29,646,7.49E-05,7.87E-05,9.73E-05,6.92E-05,0.001749322,7.98E-05,7.96E-05,7.33E-05,7.53E-05,8.94E-05,0.000164128,0.000108178,8.36E-05,9.19E-05,0.000112693,6.80E-05,0.000150259,0.000319439,9.18E-05,9.20E-05,6.37E-05,7.89E-05,0.000105211
metabolite_647,768.490224,769.4975002,769.488997,769.5042633,2048.13427,2047.377805,2054.165747,16,647,3.72E-05,1.65E-05,3.08E-05,3.61E-05,0.000140513,0.000177518,6.02E-05,6.87E-05,3.26E-05,5.43E-05,0.000109858,6.43E-05,3.45E-05,2.61E-05,2.29E-05,5.09E-05,4.39E-05,3.63E-05,1.25E-05,2.33E-05,3.34E-05,3.21E-05,2.05E-05
metabolite_648,769.569931,770.5772068,770.5616744,770.5814584,2269.80032,2195.518441,2271.133358,20,648,9.03E-05,0.000132832,0.000213039,0.000201051,0.000323313,0.000294127,0.000194548,1.37E-05,0.000204357,0.000205754,9.08E-05,0.000501563,5.30E-05,0.000273432,0.000415214,0.000310486,0.000291604,4.91E-07,1.12E-06,0.000110607,0.000137192,0.000156355,0.000130763
metabolite_649,770.494722,771.501998,771.4960255,771.5069846,2154.055157,2153.7617,2154.722918,23,649,6.27E-05,9.46E-05,0.000123035,9.86E-05,0.001330457,0.000147658,0.00011675,0.000142211,9.83E-05,0.000139742,0.000190422,0.000229712,0.000138519,0.000137432,0.00014922,0.000115546,0.000234012,0.000414524,0.00012873,0.000129496,0.000108687,0.000171964,0.000154935
metabolite_650,771.467749,772.4750247,772.4678134,772.4808408,2030.118597,2026.279096,2032.372057,19,650,1.26E-05,1.57E-05,4.44E-05,2.45E-05,3.54E-05,9.82E-05,0.000103291,3.07E-05,2.55E-05,6.25E-05,4.43E-05,0.000144396,0.000100331,4.53E-05,0.000120336,4.14E-05,3.49E-05,5.56E-06,1.62E-05,2.04E-05,2.59E-05,4.43E-05,3.29E-05
metabolite_651,771.498014,772.5052897,772.4974435,772.59559,2153.98932,2119.173081,2154.722918,24,651,2.12E-05,2.24E-05,3.37E-05,2.56E-05,0.000389192,2.95E-05,2.82E-05,3.61E-05,2.07E-05,7.70E-05,5.27E-05,4.38E-05,3.41E-05,3.73E-05,3.81E-05,2.64E-05,6.01E-05,9.11E-05,3.19E-05,3.06E-05,2.60E-05,4.17E-05,3.77E-05
metabolite_652,772.510134,773.5174102,773.5084953,773.5978848,2195.987166,2120.221522,2197.862306,22,652,3.32E-05,5.21E-05,6.39E-05,5.87E-05,0.000665886,0.000127684,7.60E-05,8.05E-05,7.50E-05,9.33E-05,0.000142041,0.000168028,0.000100447,0.000108259,6.62E-05,6.96E-05,0.000167041,0.000191365,5.45E-05,3.29E-05,6.10E-05,9.52E-05,7.18E-05
metabolite_653,773.511451,774.5187265,774.5141713,774.5225082,2196.396398,2193.953723,2198.277496,12,653,2.06E-05,2.11E-05,2.71E-05,1.72E-05,0.000185055,2.59E-05,3.00E-05,3.57E-05,1.60E-05,4.20E-05,4.98E-05,3.45E-05,2.43E-05,2.60E-05,2.03E-05,2.93E-05,3.83E-05,6.59E-05,2.36E-05,2.49E-05,9.00E-06,3.61E-05,2.97E-05
metabolite_654,774.525522,775.5327982,775.5287106,775.5375813,2270.443326,2269.473711,2270.963948,18,654,4.82E-05,3.91E-05,9.17E-05,9.11E-05,0.000775861,7.55E-05,2.86E-05,6.84E-05,4.09E-05,7.17E-05,8.01E-05,0.000285118,0.000111694,8.78E-05,0.000199928,0.000138549,0.000125038,9.88E-05,3.25E-05,3.12E-05,3.24E-05,5.58E-05,2.75E-05
metabolite_655,778.51481,779.5220858,779.5146845,779.5519473,2037.031101,2035.218276,2139.878729,20,655,0.000223464,0.00015028,8.40E-05,0.000233791,0.000101503,7.19E-05,5.94E-05,0.000183523,0.000156244,0.000140001,0.000471796,3.77E-05,4.44E-05,5.72E-05,7.12E-05,0.000139653,0.000212699,1.33E-05,7.10E-05,9.98E-05,9.11E-05,7.42E-05,0.000163308
metabolite_656,779.545975,780.5532508,780.5480364,780.5578199,2041.05736,1996.522456,2076.01529,41,656,0.005230991,7.87E-05,0.005600605,0.001475627,3.30E-05,2.26E-05,0.001756148,0.003897642,0.001558974,0.00020191,0.001529683,1.29E-05,0.000620517,0.000573513,0.001095335,0.002952578,0.001079442,3.61E-06,8.67E-05,3.64E-05,0.001151325,3.14E-05,0.001368967
metabolite_657,779.546354,780.5536302,780.5440146,780.558528,2260.242105,2157.619179,2296.871286,60,657,0.01150233,3.37E-05,2.71E-05,0.001932715,4.49E-06,0.006167484,0.006250763,0.000386451,0.002151158,0.000281887,0.000346675,2.71E-06,9.36E-05,0.000111185,0.003505894,0.004942423,0.000163752,6.16E-07,5.15E-05,4.74E-05,0.000229757,0.000447126,7.93E-05
metabolite_658,780.149624,781.1568998,781.1256621,781.1609038,644.292017,642.352695,699.8025736,19,658,5.44E-05,9.11E-05,2.84E-05,4.34E-05,0.000731066,2.58E-05,1.42E-05,2.89E-05,3.05E-05,1.36E-05,2.83E-05,7.30E-05,3.81E-05,3.43E-05,7.17E-05,6.76E-05,6.83E-05,0,0,0,1.01E-07,0,0
metabolite_659,780.547636,781.5549121,781.4394989,781.559829,2032.282495,1995.677737,2066.418114,27,659,0.001217219,2.56E-05,3.06E-05,0.000216818,0.00022976,3.77E-05,2.30E-05,7.42E-05,9.37E-05,7.06E-05,1.30E-05,4.70E-05,2.06E-05,0.000145426,0.000368666,0.000573341,0.00019876,4.85E-06,3.68E-05,1.24E-05,1.12E-05,1.13E-05,0.000117259
metabolite_660,781.562074,782.5693501,782.4405813,782.5739344,2047.513948,1954.242302,2109.799863,47,660,0.008499919,0.013417341,0.006962465,0.016467859,5.56E-05,1.07E-05,0.00091613,0.005777976,0.048788625,0.015126061,4.89E-05,6.14E-07,0.004890981,4.19E-05,0.00149642,0.000172774,5.57E-05,4.88E-07,0.023343581,0.000384979,0.002815541,0.000407293,0.000809101
metabolite_661,781.560751,782.5680272,782.5570779,782.5743982,2203.12838,2119.868372,2296.871286,62,661,0.006354677,0.002444187,0.002856396,0.001233604,2.80E-06,8.49E-05,0.000566517,0.003091765,0.008381248,0.002428554,0.002100399,6.82E-07,2.86E-05,1.01E-05,0.000644064,0.005584161,0.000794701,2.54E-07,0.003922804,1.18E-05,0.000212787,3.87E-05,0.000888491
metabolite_662,782.565219,783.5724949,783.4386135,783.5773351,2056.520035,1952.797942,2182.766856,44,662,0.007657068,0.003640139,0.001056778,0.002558049,0.000133179,6.30E-07,2.96E-05,0.000416355,0.011715057,0.001152912,5.84E-05,2.94E-05,0.000181,3.05E-06,0.000797962,0.001113583,9.47E-05,2.55E-05,0.005696245,2.65E-05,0.000666328,7.20E-05,0.002909638
metabolite_663,783.571653,784.578929,784.4709868,784.5859219,2046.310983,1973.745184,2075.586766,37,663,0.000982138,0.001794048,2.60E-05,3.27E-06,6.07E-05,7.24E-05,0.000363732,0.000371498,0.004002847,4.45E-05,3.36E-05,6.98E-05,0.00030843,2.72E-05,9.02E-05,4.51E-05,2.20E-05,1.34E-05,0.001202942,0.000773835,2.75E-05,3.50E-05,0.00061958
metabolite_664,785.484739,786.4920153,786.4598574,786.4977756,2071.885566,2070.650924,2127.072842,23,664,4.60E-05,3.77E-05,0.000230459,7.23E-05,0.000191379,0.000640843,0.000540164,0.000175811,0.00010362,0.000237602,0.000271446,0.000361488,0.000600088,0.000218503,0.000673692,0.000281685,0.000184185,1.30E-05,4.14E-05,7.11E-05,0.000145601,0.00032036,8.71E-05
metabolite_665,785.483753,786.4910286,786.482405,786.4969434,2002.817931,2001.08476,2005.693212,18,665,3.93E-05,3.43E-05,9.87E-05,5.55E-05,5.22E-05,0.000291224,0.000512635,8.51E-05,0.000108979,0.000327149,0.000276787,0.000166326,0.000187582,8.70E-05,2.92E-05,4.22E-05,9.26E-05,1.60E-05,2.28E-05,2.43E-05,3.22E-05,5.44E-05,5.52E-05
metabolite_666,786.487978,787.4952539,787.4867769,787.500563,2070.885535,2001.08476,2077.86984,26,666,2.24E-05,2.18E-05,5.59E-05,2.34E-05,6.58E-05,0.000151256,0.000128982,2.42E-05,2.86E-05,4.39E-05,6.75E-05,8.09E-05,0.000142288,2.86E-05,0.000162011,6.17E-05,4.96E-05,9.99E-06,1.24E-05,1.68E-05,4.35E-05,6.87E-05,2.85E-05
metabolite_667,791.553542,792.5608182,792.5543906,792.5663179,2160.1348,2159.656835,2160.554873,22,667,0.002060175,0.002008289,0.002174136,0.002004872,0.002751939,0.001580292,0.00295618,0.002358195,0.002432632,0.003306972,0.002903959,0.00309732,0.00254365,0.003016596,0.002957354,0.002784284,0.002941992,1.70E-06,0.000717953,0.001474038,0.000617221,0.002037625,0.001532195
metabolite_668,792.393174,793.4004495,793.3938187,793.4031117,1038.648767,1027.988762,1042.187977,12,668,8.51E-06,3.72E-05,3.27E-05,1.81E-05,2.22E-07,3.65E-07,3.13E-07,2.11E-06,3.37E-06,3.86E-06,1.43E-05,2.71E-05,2.12E-05,6.50E-06,1.01E-05,1.56E-05,4.21E-05,3.02E-05,1.29E-05,3.06E-05,2.72E-05,4.45E-05,2.50E-05
metabolite_669,792.557064,793.5643396,793.5574777,793.5708885,2160.144313,2159.466643,2161.209287,22,669,0.000973561,0.000362084,0.001235675,0.00103964,0.001479637,0.001557305,0.001425843,0.001453177,0.001144898,0.001742258,0.000878385,0.001611469,0.001252141,0.000979848,0.001617554,0.001338161,0.000843009,8.58E-07,0.000588884,0.000643426,0.000648552,0.001096724,0.000741657
metabolite_670,793.56406,794.5713358,794.5648137,794.5829714,2160.496626,2159.209766,2202.694046,36,670,9.91E-05,0.000109092,0.000165672,0.000149428,0.000212336,0.000346154,0.000132076,0.000242539,8.42E-05,0.000248011,0.00024821,0.000258597,0.000139399,0.00015764,0.000271019,0.000161116,0.000126717,3.65E-07,2.83E-05,9.25E-05,9.10E-05,0.000164623,0.000107892
metabolite_671,794.573588,795.5808635,795.5746848,795.5861266,2201.920153,2201.317176,2202.694046,17,671,4.00E-05,3.15E-05,5.68E-05,3.55E-05,0.000103512,0.000135323,7.19E-05,6.36E-05,4.46E-05,8.63E-05,7.06E-05,6.11E-05,8.25E-05,4.98E-05,8.73E-05,6.32E-05,8.51E-05,0,4.55E-05,4.48E-05,4.54E-05,8.96E-05,5.52E-05
metabolite_672,795.583901,796.591177,796.5182247,796.5956434,2260.815685,2202.746479,2297.280286,15,672,3.22E-05,1.63E-05,4.51E-05,8.36E-05,6.46E-05,8.21E-05,8.38E-05,8.61E-05,4.22E-05,8.43E-06,6.71E-05,0.000100909,6.85E-05,6.97E-05,6.05E-05,7.04E-05,8.29E-05,2.45E-07,3.87E-05,4.15E-05,4.67E-05,7.47E-05,2.57E-05
metabolite_673,796.115001,797.1222768,797.1179725,797.1259543,643.8656691,642.352695,646.5561772,12,673,2.26E-05,5.84E-05,5.38E-05,1.54E-05,3.66E-05,8.71E-06,1.10E-05,1.68E-05,2.01E-05,1.46E-05,1.40E-05,8.02E-05,2.65E-05,1.84E-05,8.10E-05,5.94E-05,5.29E-05,0,0,0,5.15E-08,5.67E-08,0
metabolite_674,796.51087,797.518146,797.5102495,797.523395,2160.998165,2159.539958,2162.566675,23,674,0.000265711,0.000346898,0.000431633,0.000397775,0.005077901,0.000565697,0.000464596,0.000547973,0.000449566,0.000615895,0.000890628,0.000606907,0.000443375,0.000429328,0.000481111,0.000386358,0.000821411,0.000917973,0.000230691,0.000304551,0.000271423,0.000356594,0.000370264
metabolite_675,797.484105,798.4913813,798.4850535,798.4974031,2019.082902,2014.930568,2023.92291,22,675,7.65E-05,5.84E-05,0.000294436,0.000128355,9.06E-05,0.000667559,0.001721205,0.000177656,0.000216557,0.000482671,0.00054707,0.000209636,0.000474916,0.000176031,0.00010082,7.96E-05,0.000113666,2.31E-05,4.13E-05,5.07E-05,0.000113396,0.000167089,0.000130106
metabolite_676,797.513681,798.5209569,798.5137349,798.5260255,2161.004177,2159.742722,2162.559049,20,676,5.96E-05,8.30E-05,0.000109673,9.79E-05,0.001732843,0.000128912,0.000100836,0.000110051,0.000105515,0.000167123,0.000211297,0.000138705,0.000115606,0.000113471,0.000117911,9.02E-05,0.000195499,0.000224164,5.80E-05,7.80E-05,6.79E-05,9.63E-05,0.000100416
metabolite_677,798.486865,799.4941405,799.4866945,799.4996853,2019.180259,2017.826719,2021.320317,15,677,3.45E-05,3.05E-05,8.07E-05,3.22E-05,1.95E-05,0.00018858,0.000439554,5.28E-05,6.66E-05,0.000103817,0.000100561,5.90E-05,0.000153018,5.73E-05,4.38E-05,2.53E-05,3.45E-05,2.63E-05,2.05E-05,2.09E-05,4.34E-05,5.45E-05,4.70E-05
metabolite_678,799.49932,800.506596,800.4926032,800.5120509,2046.513038,2021.268615,2056.728221,25,678,0.002257512,0.001676366,0.005613926,0.003134134,0.004345793,0.009886821,0.011373509,0.0053221,0.005330714,0.010524755,0.007310854,0.002917074,0.007184216,0.005229614,0.001896657,0.002605357,0.004631115,0.000136421,0.000867987,0.001412843,0.002833148,0.003810144,0.003239279
metabolite_679,800.502977,801.5102534,801.4719418,801.5168139,2046.457871,2024.236858,2055.334556,25,679,0.000539522,0.00046693,0.002011909,0.000944774,0.001483553,0.003750029,0.006547588,0.001657762,0.001828223,0.004416683,0.003761792,0.000754213,0.002890698,0.001942427,0.000489348,0.000767202,0.001599092,2.19E-05,0.00020733,0.00028601,0.000893087,0.000593821,0.000835138
metabolite_680,801.505629,802.5129052,802.5079805,802.5199692,2046.077195,2041.90371,2048.795226,17,680,3.31E-05,3.04E-05,0.000140991,4.59E-05,9.47E-05,0.000239022,0.000778684,0.000126033,0.00017078,0.000482518,0.000329437,3.32E-05,8.06E-05,0.000147368,2.92E-05,3.98E-05,8.12E-05,1.23E-05,2.07E-05,2.69E-05,3.72E-05,6.62E-05,6.24E-05
metabolite_681,803.518168,804.5254441,804.5186608,804.531619,2125.218274,2124.979682,2125.424444,23,681,0.000552787,0.000451361,0.000604485,0.000631801,0.000426193,0.0008455,0.000744936,0.000721257,0.000566823,0.000784716,0.00058999,0.000941731,0.00091501,0.000671114,0.000830874,0.000699883,0.000742315,0.000715346,0.00074348,0.000499672,0.000484294,0.000563828,0.000543306
metabolite_682,804.520911,805.5281869,805.5234427,805.5389414,2125.212916,2124.775476,2125.553702,23,682,0.00011869,4.28E-05,0.000132359,0.000171951,9.74E-05,0.000200695,0.000171096,0.000184035,0.000173309,0.000228706,0.000182423,0.000246931,0.000273763,0.000191487,0.000207975,0.000182345,0.000199982,0.0001958,0.000230577,0.000139392,0.000117351,0.000175406,0.000155488
metabolite_683,805.448249,806.4555253,806.4514616,806.459434,1025.070611,1016.126684,1043.972225,20,683,7.40E-05,0.00018464,0.000213227,0.000135863,0.000178814,2.93E-06,4.13E-05,7.42E-05,6.31E-05,5.73E-05,8.79E-05,0.000280804,8.00E-05,0.000139991,0.000179358,0.000181981,0.000223421,1.09E-07,0.000193123,0.000158656,0.000272767,0.000396573,0.000149523
metabolite_684,805.533267,806.5405429,806.5226981,806.545057,2154.394926,2125.92837,2155.001383,23,684,2.69E-05,2.46E-05,3.61E-05,3.99E-05,3.12E-05,6.36E-05,4.48E-05,4.71E-05,3.09E-05,4.61E-05,4.13E-05,9.41E-05,6.60E-05,4.88E-05,5.14E-05,4.94E-05,5.28E-05,6.46E-05,5.99E-05,4.37E-05,4.23E-05,7.80E-05,4.17E-05
metabolite_685,805.500289,806.5075648,806.5012117,806.5133681,2006.604167,2005.049355,2007.658962,19,685,4.83E-05,6.07E-05,4.90E-05,5.70E-05,7.03E-06,2.77E-05,3.15E-05,4.60E-05,4.68E-05,3.37E-05,3.64E-05,0.000115741,0.000102454,5.42E-05,0.000219477,0.00012942,6.47E-05,1.39E-06,6.31E-05,5.07E-05,4.16E-05,7.89E-05,6.13E-05
metabolite_686,806.450817,807.4580933,807.2366923,807.4603602,1025.649391,962.2613421,1043.756164,16,686,1.62E-05,4.81E-05,4.74E-05,3.57E-05,4.19E-05,1.97E-05,1.29E-05,1.05E-06,7.25E-06,1.75E-05,2.40E-05,7.01E-05,3.46E-06,8.02E-06,4.36E-05,3.88E-05,3.74E-05,0,4.01E-05,8.13E-07,8.62E-05,0.000112598,3.64E-05
metabolite_687,806.501711,807.5089874,807.5049586,807.5154612,2006.586335,2005.341621,2013.199706,13,687,1.63E-05,1.90E-05,1.86E-05,5.42E-06,1.69E-05,1.41E-05,1.00E-05,1.56E-05,1.30E-05,1.51E-05,1.56E-05,3.32E-05,2.32E-05,1.73E-05,4.79E-05,3.90E-05,2.32E-05,2.54E-07,2.11E-05,1.73E-05,1.48E-05,2.11E-05,1.72E-05
metabolite_688,810.402886,811.4101623,811.406017,811.4153974,1025.51103,1015.907741,1043.972225,16,688,1.43E-06,2.77E-05,3.82E-05,2.63E-05,5.75E-05,1.30E-05,9.35E-06,2.77E-06,9.40E-06,9.02E-06,1.93E-05,4.72E-05,2.33E-05,1.13E-05,3.54E-05,2.66E-05,3.31E-05,3.54E-06,3.06E-05,4.48E-05,5.38E-05,6.60E-05,4.06E-05
metabolite_689,811.547362,812.554638,812.549034,812.5610364,2046.908788,2045.631818,2052.024548,20,689,0.000418783,0.000285653,0.000215885,0.000188318,0.000130322,0.000266366,0.000195064,0.00017704,0.000232963,0.000135014,8.27E-05,0.000770423,0.000445483,0.000350217,0.000437537,0.000509667,0.000250825,2.80E-06,0.000136467,9.18E-05,0.000102547,0.000147858,0.000107509
metabolite_690,812.550357,813.5576334,813.5507523,813.5633187,2046.722786,2045.631818,2047.627101,14,690,0.000125885,6.15E-05,4.30E-05,4.56E-05,1.37E-05,5.89E-05,4.12E-05,3.54E-05,5.01E-05,3.09E-05,1.98E-05,0.000194857,0.000125197,7.15E-05,0.00011981,0.000152718,7.59E-05,3.62E-07,2.69E-05,2.11E-05,2.42E-05,3.02E-05,2.29E-05
metabolite_691,813.515809,814.523085,814.5172403,814.5550504,2036.10639,2034.48064,2052.024548,18,691,9.23E-06,1.29E-05,2.09E-05,1.44E-05,4.47E-06,2.97E-05,3.58E-05,1.18E-05,1.87E-05,2.85E-05,2.28E-05,7.36E-05,0.000106354,2.61E-05,0.000160136,6.33E-05,2.12E-05,1.02E-05,1.93E-05,2.09E-05,2.25E-05,4.68E-05,2.38E-05
metabolite_692,816.506468,817.5137437,817.5072254,817.5193818,2022.765325,2021.494146,2027.308036,22,692,0.000139768,0.000135621,0.000148367,0.000203521,0.000157647,0.000198,0.000137973,0.000174612,0.000191452,0.000149827,0.000184783,0.000242519,0.000152908,0.000113189,0.000146816,0.000235114,0.000241679,1.39E-05,3.52E-05,3.67E-05,6.57E-05,0.0001025,5.69E-05
metabolite_693,817.507661,818.5149373,818.5107724,818.5229512,2022.713948,2021.494146,2027.308036,18,693,4.42E-05,3.38E-05,3.93E-05,4.95E-05,3.77E-05,4.45E-05,3.39E-05,4.16E-05,4.08E-05,4.65E-05,4.55E-05,4.99E-05,3.48E-05,2.57E-05,4.16E-05,5.55E-05,8.78E-05,7.63E-06,1.07E-05,1.44E-05,2.01E-05,2.25E-05,2.40E-05
metabolite_694,819.579735,820.5870109,820.5168322,820.5971117,2159.285424,2124.605891,2160.819585,18,694,9.37E-06,1.48E-05,2.45E-05,1.29E-05,2.06E-05,1.22E-05,1.98E-05,1.79E-05,2.05E-05,2.83E-05,3.07E-05,1.33E-05,1.32E-05,2.02E-05,2.13E-05,2.70E-05,3.37E-05,1.70E-06,1.69E-05,1.16E-05,9.50E-06,1.69E-05,1.62E-05
metabolite_695,821.29495,822.3022257,822.2976744,822.3063245,511.2935735,506.3973555,515.3639113,12,695,1.49E-05,1.72E-05,2.12E-05,3.94E-05,6.75E-05,4.32E-06,9.42E-06,1.26E-05,1.40E-05,1.17E-05,1.85E-05,1.83E-05,2.33E-06,5.33E-05,6.20E-05,4.45E-05,3.67E-05,1.85E-05,2.66E-05,3.63E-05,2.22E-05,2.93E-05,3.41E-05
metabolite_696,831.54996,832.5572356,832.5501718,832.5632411,2159.671634,2159.089807,2159.971499,23,696,0.000543692,0.000481667,0.000537433,0.000542024,0.000430448,0.000866409,0.000881403,0.000930477,0.000725744,0.000743403,0.000751439,0.001053108,0.001100294,0.000619267,0.000853283,0.00063897,0.000965412,0.000629649,0.000251337,0.000294807,0.000330409,0.000454325,0.000427835
metabolite_697,831.517411,832.5246866,832.5191805,832.5274101,2008.328089,2006.761281,2014.352457,12,697,1.63E-05,2.08E-05,2.25E-05,2.22E-05,2.44E-05,2.46E-05,2.57E-05,2.91E-05,2.15E-05,2.03E-05,3.41E-05,2.38E-05,2.43E-05,1.66E-05,2.58E-05,3.10E-05,3.23E-05,1.63E-06,8.34E-06,1.03E-05,1.05E-05,1.16E-05,1.16E-05
metabolite_698,832.552302,833.5595782,833.5520542,833.5660327,2159.5121,2159.089807,2160.123227,22,698,0.000162511,0.000140757,0.000172324,0.000172473,0.000125744,0.000221219,0.000313595,0.000272708,0.000251254,0.000213048,0.00011465,0.000304233,0.000383504,0.000190197,0.000252269,0.000224278,0.000282522,0.000133618,6.26E-05,7.60E-05,0.000148436,0.000186024,0.000152365
metabolite_699,833.530283,834.5375588,834.5318198,834.54279,2022.944653,2021.696177,2027.508917,22,699,0.005211592,0.005111856,0.004524881,0.004599179,0.005028946,0.005515556,0.005093993,0.005109507,0.004548066,0.005901521,0.004653642,0.00505585,0.004552373,0.004557852,0.004932543,0.005117867,0.004921453,1.12E-05,0.003261138,0.003273767,0.002951484,0.003038766,0.003861063
metabolite_700,833.555174,834.5624502,834.560197,834.5722567,2160.356157,2159.194935,2202.010309,15,700,1.96E-05,9.66E-06,2.33E-05,9.84E-06,2.07E-05,2.82E-05,3.45E-05,1.96E-05,1.89E-05,3.31E-05,2.96E-05,2.47E-05,2.47E-05,2.05E-05,1.38E-05,7.92E-06,3.34E-05,2.25E-05,1.35E-05,1.19E-05,1.67E-05,1.36E-05,1.91E-05
metabolite_701,834.534669,835.5419454,835.5355702,835.5475145,2022.807209,2021.696177,2027.508917,22,701,0.003566465,0.003460677,0.003110932,0.003167398,0.00330672,0.003722481,0.003455888,0.003272571,0.002963087,0.003595958,0.003293204,0.003592489,0.002995576,0.00291472,0.003284023,0.003333304,0.003330299,7.34E-06,0.001624274,0.001732836,0.001816997,0.001992538,0.002268092
metabolite_702,835.540815,836.5480905,836.536711,836.5614279,2034.574436,2021.696177,2040.606398,43,702,0.000806021,0.000818872,0.000749426,0.000747093,0.000816944,0.000864069,0.00070111,0.000639076,0.000910988,0.000530491,0.000534423,0.00136006,0.000978374,0.000864742,0.001322523,0.001108153,0.001182209,2.49E-06,0.00092269,0.000605667,0.000803279,0.001028197,0.000759407
metabolite_703,836.547014,837.5542896,837.5410125,837.5647561,2034.847531,2021.696177,2040.606398,35,703,0.000305588,0.000257979,6.47E-05,0.000313911,0.000215354,0.0003123,0.000207666,0.000198675,0.000344688,0.000210268,0.000185999,0.000556543,0.000332618,0.000296767,0.000537218,0.000385635,0.000510008,1.07E-06,0.000315968,0.000172555,0.000350793,0.000468906,0.000282145
metabolite_704,837.549983,838.5572594,838.5515942,838.5734285,2035.766196,2034.838405,2049.17654,15,704,2.96E-05,2.97E-05,2.94E-05,4.29E-05,1.63E-05,3.41E-05,1.68E-05,2.63E-05,1.64E-05,2.81E-05,3.32E-05,7.01E-05,2.83E-05,3.31E-05,6.77E-05,4.39E-05,6.73E-05,2.43E-07,4.97E-05,2.68E-05,3.44E-05,6.13E-05,7.69E-06
metabolite_705,838.48867,839.4959464,839.4892328,839.5735221,2022.699588,1995.095683,2048.582269,33,705,0.000359176,0.000231807,0.000338993,0.000436588,0.001201998,0.000450818,0.00040449,0.000374933,0.000365499,0.000313351,0.00051036,0.000589053,0.000368352,0.000272085,0.000314932,0.000435346,0.000662545,0.000227349,7.71E-05,0.000123988,0.000153856,0.000227945,0.000149294
metabolite_706,839.490947,840.4982226,840.4917939,840.5637984,2022.573653,1995.704402,2047.489112,26,706,6.26E-05,3.80E-05,8.21E-05,8.44E-05,0.000310773,7.93E-05,5.64E-05,7.45E-05,5.51E-05,7.47E-05,9.49E-05,9.95E-05,4.34E-05,5.52E-05,4.94E-05,7.56E-05,0.00012223,5.61E-05,7.86E-06,3.10E-05,1.63E-05,4.83E-05,2.63E-05
metabolite_707,840.502204,841.5094801,841.4940284,841.5188117,2017.459482,1995.30553,2036.24029,19,707,1.04E-05,7.07E-06,1.24E-05,1.44E-05,1.23E-05,8.09E-06,1.32E-05,1.51E-05,4.69E-06,1.27E-05,1.18E-05,1.82E-05,1.03E-05,1.08E-05,1.22E-05,1.60E-05,6.06E-06,1.58E-05,1.17E-05,7.72E-06,5.62E-06,1.16E-05,8.86E-06
metabolite_708,841.459633,842.4669092,842.4621953,842.4703604,1370.457837,1332.010375,1377.456572,12,708,3.06E-05,7.22E-05,6.54E-05,2.33E-05,7.42E-05,1.68E-05,2.49E-05,4.26E-05,4.04E-05,5.52E-05,1.85E-05,5.21E-06,6.01E-05,2.63E-05,4.57E-05,1.98E-05,1.14E-05,0,1.92E-07,5.19E-07,4.18E-07,1.65E-07,2.66E-07
metabolite_709,842.45833,843.4656059,843.3432608,843.4709407,1092.033584,1025.005063,1113.405242,19,709,0.000563662,0.000620075,0.000626314,0.000444773,0.000459159,0.000607975,0.000215754,0.000509928,0.000357034,0.000976205,0.000376937,0.000113167,0.000439137,0.000250062,0.000241681,0.000224947,0.000170065,0,6.46E-08,1.32E-07,3.96E-06,0,6.65E-08
